5, 1, 1000, 0
5, 2, 1000, 0
5, 3, 1000, 0
5, 4, 1000, 0
5, 5, 1000, 0
5, 6, 1000, 0
5, 7, 1000, 0
5, 8, 1000, 0
5, 9, 1000, 0
5, 10, 1000, 0
5, 11, 1000, 0
5, 12, 998, 2
5, 13, 996, 4
5, 14, 995, 5
5, 15, 985, 15
5, 16, 977, 23
5, 17, 969, 31
5, 18, 946, 54
5, 19, 921, 79
5, 20, 891, 109
5, 21, 843, 157
5, 22, 819, 181
5, 23, 750, 250
5, 24, 712, 288
5, 25, 671, 329
5, 26, 597, 403
5, 27, 571, 429
5, 28, 513, 487
5, 29, 475, 525
5, 30, 428, 572
5, 31, 381, 619
5, 32, 321, 679
5, 33, 306, 694
5, 34, 278, 722
5, 35, 233, 767
5, 36, 248, 752
5, 37, 195, 805
5, 38, 186, 814
5, 39, 148, 852
5, 40, 151, 849
5, 41, 105, 895
5, 42, 118, 882
5, 43, 105, 895
5, 44, 84, 916
5, 45, 70, 930
5, 46, 87, 913
5, 47, 66, 934
5, 48, 70, 930
5, 49, 65, 935
5, 50, 35, 965
5, 51, 38, 962
5, 52, 36, 964
5, 53, 32, 968
5, 54, 27, 973
5, 55, 25, 975
5, 56, 15, 985
5, 57, 17, 983
5, 58, 12, 988
5, 59, 12, 988
5, 60, 12, 988
6, 1, 1000, 0
6, 2, 1000, 0
6, 3, 1000, 0
6, 4, 1000, 0
6, 5, 1000, 0
6, 6, 1000, 0
6, 7, 1000, 0
6, 8, 1000, 0
6, 9, 1000, 0
6, 10, 1000, 0
6, 11, 1000, 0
6, 12, 1000, 0
6, 13, 1000, 0
6, 14, 1000, 0
6, 15, 1000, 0
6, 16, 999, 1
6, 17, 995, 5
6, 18, 991, 9
6, 19, 983, 17
6, 20, 975, 25
6, 21, 951, 49
6, 22, 950, 50
6, 23, 915, 85
6, 24, 879, 121
6, 25, 834, 166
6, 26, 791, 209
6, 27, 752, 248
6, 28, 736, 264
6, 29, 662, 338
6, 30, 614, 386
6, 31, 570, 430
6, 32, 547, 453
6, 33, 464, 536
6, 34, 445, 555
6, 35, 376, 624
6, 36, 338, 662
6, 37, 329, 671
6, 38, 310, 690
6, 39, 253, 747
6, 40, 269, 731
6, 41, 193, 807
6, 42, 194, 806
6, 43, 173, 827
6, 44, 165, 835
6, 45, 127, 873
6, 46, 115, 885
6, 47, 118, 882
6, 48, 99, 901
6, 49, 79, 921
6, 50, 71, 929
6, 51, 75, 925
6, 52, 54, 946
6, 53, 40, 960
6, 54, 42, 958
6, 55, 39, 961
6, 56, 26, 974
6, 57, 28, 972
6, 58, 23, 977
6, 59, 32, 968
6, 60, 17, 983
7, 1, 1000, 0
7, 2, 1000, 0
7, 3, 1000, 0
7, 4, 1000, 0
7, 5, 1000, 0
7, 6, 1000, 0
7, 7, 1000, 0
7, 8, 1000, 0
7, 9, 1000, 0
7, 10, 1000, 0
7, 11, 1000, 0
7, 12, 1000, 0
7, 13, 1000, 0
7, 14, 1000, 0
7, 15, 1000, 0
7, 16, 1000, 0
7, 17, 1000, 0
7, 18, 998, 2
7, 19, 997, 3
7, 20, 995, 5
7, 21, 994, 6
7, 22, 986, 14
7, 23, 983, 17
7, 24, 968, 32
7, 25, 947, 53
7, 26, 939, 61
7, 27, 918, 82
7, 28, 869, 131
7, 29, 833, 167
7, 30, 814, 186
7, 31, 770, 230
7, 32, 710, 290
7, 33, 687, 313
7, 34, 625, 375
7, 35, 597, 403
7, 36, 545, 455
7, 37, 516, 484
7, 38, 473, 527
7, 39, 408, 592
7, 40, 413, 587
7, 41, 365, 635
7, 42, 298, 702
7, 43, 302, 698
7, 44, 265, 735
7, 45, 225, 775
7, 46, 201, 799
7, 47, 190, 810
7, 48, 166, 834
7, 49, 156, 844
7, 50, 134, 866
7, 51, 114, 886
7, 52, 111, 889
7, 53, 83, 917
7, 54, 75, 925
7, 55, 81, 919
7, 56, 68, 932
7, 57, 52, 948
7, 58, 51, 949
7, 59, 32, 968
7, 60, 45, 955
8, 1, 1000, 0
8, 2, 1000, 0
8, 3, 1000, 0
8, 4, 1000, 0
8, 5, 1000, 0
8, 6, 1000, 0
8, 7, 1000, 0
8, 8, 1000, 0
8, 9, 1000, 0
8, 10, 1000, 0
8, 11, 1000, 0
8, 12, 1000, 0
8, 13, 1000, 0
8, 14, 1000, 0
8, 15, 1000, 0
8, 16, 1000, 0
8, 17, 1000, 0
8, 18, 1000, 0
8, 19, 1000, 0
8, 20, 999, 1
8, 21, 999, 1
8, 22, 996, 4
8, 23, 996, 4
8, 24, 993, 7
8, 25, 991, 9
8, 26, 992, 8
8, 27, 979, 21
8, 28, 958, 42
8, 29, 935, 65
8, 30, 918, 82
8, 31, 886, 114
8, 32, 881, 119
8, 33, 847, 153
8, 34, 791, 209
8, 35, 778, 222
8, 36, 718, 282
8, 37, 662, 338
8, 38, 639, 361
8, 39, 582, 418
8, 40, 562, 438
8, 41, 492, 508
8, 42, 498, 502
8, 43, 429, 571
8, 44, 434, 566
8, 45, 379, 621
8, 46, 335, 665
8, 47, 263, 737
8, 48, 295, 705
8, 49, 235, 765
8, 50, 233, 767
8, 51, 167, 833
8, 52, 187, 813
8, 53, 161, 839
8, 54, 143, 857
8, 55, 120, 880
8, 56, 116, 884
8, 57, 104, 896
8, 58, 97, 903
8, 59, 87, 913
8, 60, 80, 920
9, 1, 1000, 0
9, 2, 1000, 0
9, 3, 1000, 0
9, 4, 1000, 0
9, 5, 1000, 0
9, 6, 1000, 0
9, 7, 1000, 0
9, 8, 1000, 0
9, 9, 1000, 0
9, 10, 1000, 0
9, 11, 1000, 0
9, 12, 1000, 0
9, 13, 1000, 0
9, 14, 1000, 0
9, 15, 1000, 0
9, 16, 1000, 0
9, 17, 1000, 0
9, 18, 1000, 0
9, 19, 1000, 0
9, 20, 1000, 0
9, 21, 1000, 0
9, 22, 1000, 0
9, 23, 1000, 0
9, 24, 999, 1
9, 25, 998, 2
9, 26, 995, 5
9, 27, 994, 6
9, 28, 985, 15
9, 29, 987, 13
9, 30, 978, 22
9, 31, 962, 38
9, 32, 955, 45
9, 33, 940, 60
9, 34, 908, 92
9, 35, 904, 96
9, 36, 876, 124
9, 37, 824, 176
9, 38, 792, 208
9, 39, 758, 242
9, 40, 742, 258
9, 41, 684, 316
9, 42, 647, 353
9, 43, 607, 393
9, 44, 577, 423
9, 45, 515, 485
9, 46, 473, 527
9, 47, 479, 521
9, 48, 410, 590
9, 49, 405, 595
9, 50, 320, 680
9, 51, 306, 694
9, 52, 293, 707
9, 53, 250, 750
9, 54, 227, 773
9, 55, 205, 795
9, 56, 196, 804
9, 57, 157, 843
9, 58, 160, 840
9, 59, 139, 861
9, 60, 115, 885
10, 1, 1000, 0
10, 2, 1000, 0
10, 3, 1000, 0
10, 4, 1000, 0
10, 5, 1000, 0
10, 6, 1000, 0
10, 7, 1000, 0
10, 8, 1000, 0
10, 9, 1000, 0
10, 10, 1000, 0
10, 11, 1000, 0
10, 12, 1000, 0
10, 13, 1000, 0
10, 14, 1000, 0
10, 15, 1000, 0
10, 16, 1000, 0
10, 17, 1000, 0
10, 18, 1000, 0
10, 19, 1000, 0
10, 20, 1000, 0
10, 21, 1000, 0
10, 22, 1000, 0
10, 23, 1000, 0
10, 24, 1000, 0
10, 25, 1000, 0
10, 26, 1000, 0
10, 27, 999, 1
10, 28, 997, 3
10, 29, 996, 4
10, 30, 996, 4
10, 31, 987, 13
10, 32, 989, 11
10, 33, 982, 18
10, 34, 958, 42
10, 35, 964, 36
10, 36, 952, 48
10, 37, 934, 66
10, 38, 915, 85
10, 39, 876, 124
10, 40, 864, 136
10, 41, 828, 172
10, 42, 793, 207
10, 43, 767, 233
10, 44, 729, 271
10, 45, 672, 328
10, 46, 634, 366
10, 47, 602, 398
10, 48, 555, 445
10, 49, 552, 448
10, 50, 493, 507
10, 51, 451, 549
10, 52, 414, 586
10, 53, 417, 583
10, 54, 337, 663
10, 55, 307, 693
10, 56, 276, 724
10, 57, 257, 743
10, 58, 255, 745
10, 59, 221, 779
10, 60, 197, 803
11, 1, 1000, 0
11, 2, 1000, 0
11, 3, 1000, 0
11, 4, 1000, 0
11, 5, 1000, 0
11, 6, 1000, 0
11, 7, 1000, 0
11, 8, 1000, 0
11, 9, 1000, 0
11, 10, 1000, 0
11, 11, 1000, 0
11, 12, 1000, 0
11, 13, 1000, 0
11, 14, 1000, 0
11, 15, 1000, 0
11, 16, 1000, 0
11, 17, 1000, 0
11, 18, 1000, 0
11, 19, 1000, 0
11, 20, 1000, 0
11, 21, 1000, 0
11, 22, 1000, 0
11, 23, 1000, 0
11, 24, 1000, 0
11, 25, 1000, 0
11, 26, 1000, 0
11, 27, 1000, 0
11, 28, 1000, 0
11, 29, 1000, 0
11, 30, 1000, 0
11, 31, 999, 1
11, 32, 1000, 0
11, 33, 996, 4
11, 34, 996, 4
11, 35, 987, 13
11, 36, 978, 22
11, 37, 977, 23
11, 38, 973, 27
11, 39, 955, 45
11, 40, 951, 49
11, 41, 923, 77
11, 42, 905, 95
11, 43, 891, 109
11, 44, 867, 133
11, 45, 818, 182
11, 46, 799, 201
11, 47, 747, 253
11, 48, 758, 242
11, 49, 678, 322
11, 50, 630, 370
11, 51, 613, 387
11, 52, 597, 403
11, 53, 544, 456
11, 54, 531, 469
11, 55, 471, 529
11, 56, 393, 607
11, 57, 393, 607
11, 58, 387, 613
11, 59, 325, 675
11, 60, 326, 674
12, 1, 1000, 0
12, 2, 1000, 0
12, 3, 1000, 0
12, 4, 1000, 0
12, 5, 1000, 0
12, 6, 1000, 0
12, 7, 1000, 0
12, 8, 1000, 0
12, 9, 1000, 0
12, 10, 1000, 0
12, 11, 1000, 0
12, 12, 1000, 0
12, 13, 1000, 0
12, 14, 1000, 0
12, 15, 1000, 0
12, 16, 1000, 0
12, 17, 1000, 0
12, 18, 1000, 0
12, 19, 1000, 0
12, 20, 1000, 0
12, 21, 1000, 0
12, 22, 1000, 0
12, 23, 1000, 0
12, 24, 1000, 0
12, 25, 1000, 0
12, 26, 1000, 0
12, 27, 1000, 0
12, 28, 1000, 0
12, 29, 1000, 0
12, 30, 1000, 0
12, 31, 1000, 0
12, 32, 1000, 0
12, 33, 1000, 0
12, 34, 996, 4
12, 35, 997, 3
12, 36, 997, 3
12, 37, 996, 4
12, 38, 992, 8
12, 39, 987, 13
12, 40, 983, 17
12, 41, 969, 31
12, 42, 957, 43
12, 43, 956, 44
12, 44, 933, 67
12, 45, 914, 86
12, 46, 893, 107
12, 47, 886, 114
12, 48, 845, 155
12, 49, 828, 172
12, 50, 795, 205
12, 51, 768, 232
12, 52, 743, 257
12, 53, 718, 282
12, 54, 643, 357
12, 55, 642, 358
12, 56, 567, 433
12, 57, 536, 464
12, 58, 520, 480
12, 59, 468, 532
12, 60, 440, 560
