3, 1, 0.0893246187364
3, 2, 0.00583383625025
3, 3, 0.000400160064026
3, 4, 0.0
3, 5, 0.00060036021613
3, 6, 0.0
3, 7, 0.0
3, 8, 0.0
3, 9, 0.0
3, 10, 0.0
4, 1, 0.16144018583
4, 2, 0.0191602119853
4, 3, 0.00220485067148
4, 4, 0.000200040008002
4, 5, 0.0
4, 6, 0.0
4, 7, 0.0
4, 8, 0.0
4, 9, 0.0
4, 10, 0.0
5, 1, 0.273885350318
5, 2, 0.0471204188482
5, 3, 0.00664384940608
5, 4, 0.00060036021613
5, 5, 0.00060036021613
5, 6, 0.0
5, 7, 0.0
5, 8, 0.0
5, 9, 0.0
5, 10, 0.000200040008002
6, 1, 0.388117712382
6, 2, 0.0806137886319
6, 3, 0.0146103896104
6, 4, 0.00160256410256
6, 5, 0.00060036021613
6, 6, 0.000200040008002
6, 7, 0.0
6, 8, 0.0
6, 9, 0.0
6, 10, 0.0
7, 1, 0.534212948757
7, 2, 0.138433515483
7, 3, 0.0307153164296
7, 4, 0.00563153660499
7, 5, 0.00060036021613
7, 6, 0.000200040008002
7, 7, 0.0
7, 8, 0.0
7, 9, 0.0
7, 10, 0.0
8, 1, 0.70010200612
8, 2, 0.203369434416
8, 3, 0.0501995379122
8, 4, 0.010713563776
8, 5, 0.00240577385726
8, 6, 0.000200040008002
8, 7, 0.0
8, 8, 0.000200040008002
8, 9, 0.0
8, 10, 0.0
9, 1, 0.928268414963
9, 2, 0.274859765426
9, 3, 0.0794473229706
9, 4, 0.0218679746577
9, 5, 0.00421771440048
9, 6, 0.001001001001
9, 7, 0.000400160064026
9, 8, 0.0
9, 9, 0.0
9, 10, 0.0
10, 1, 1.08681135225
10, 2, 0.391982182628
10, 3, 0.111605157848
10, 4, 0.0273268954181
10, 5, 0.00563153660499
10, 6, 0.00280786201364
10, 7, 0.000400160064026
10, 8, 0.000400160064026
10, 9, 0.0
10, 10, 0.0
11, 1, 1.40384615385
11, 2, 0.525785779677
11, 3, 0.170411985019
11, 4, 0.0455876202426
11, 5, 0.0113268608414
11, 6, 0.00522718134298
11, 7, 0.000400160064026
11, 8, 0.0
11, 9, 0.000200040008002
11, 10, 0.0
12, 1, 1.59067357513
12, 2, 0.673360107095
12, 3, 0.237623762376
12, 4, 0.0699764605179
12, 5, 0.0216591744994
12, 6, 0.00623867981485
12, 7, 0.00200400801603
12, 8, 0.000400160064026
12, 9, 0.0
12, 10, 0.0
13, 1, 2.07881773399
13, 2, 0.820167455406
13, 3, 0.299714062906
13, 4, 0.109631602308
13, 5, 0.0362694300518
13, 6, 0.00867460157353
13, 7, 0.00341159943809
13, 8, 0.00120144173008
13, 9, 0.0
13, 10, 0.000200040008002
14, 1, 2.56379187455
14, 2, 0.981767736821
14, 3, 0.422475106686
14, 4, 0.151543067711
14, 5, 0.0473397570172
14, 6, 0.012350678275
14, 7, 0.00361300682457
14, 8, 0.001001001001
14, 9, 0.00080064051241
14, 10, 0.000400160064026
15, 1, 2.89105058366
15, 2, 1.14776632302
15, 3, 0.508295625943
15, 4, 0.187930624852
15, 5, 0.063829787234
15, 6, 0.0206164523372
15, 7, 0.00664384940608
15, 8, 0.001001001001
15, 9, 0.000200040008002
15, 10, 0.000400160064026
